participant,rep,equipment_code,exercise_code,timestamp,timestamp_ms,accelX,accelY,accelZ,accelMag,gyroX,gyroY,gyroZ,roll,pitch,yaw,filteredX,filteredY,filteredZ,filteredMag,source_file,target, participant
2,9,0,0,21.83,21830,0.35,12.71,2.02,12.8743,0.7167,0.3033,2.0649,-0.13,81.94,42.38,2.171,8.2941,2.5949,8.9576,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,9,0,0,21.952,21952,1.67,11.85,2.07,12.1448,1.0527,0.1887,2.9856,-17.69,75.44,58.06,2.1049,8.7627,2.5257,9.3592,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,9,0,0,22.117,22117,3.9,8.2,1.84,9.2648,1.2872,0.0502,4.7822,-48.44,56.0,86.06,2.3415,8.6885,2.4353,9.3222,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,9,0,0,22.238,22238,5.18,2.83,3.72,6.9771,1.0559,-0.589,3.7132,-61.13,14.13,107.38,2.7155,7.9165,2.6046,8.7653,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,9,0,0,22.36,22360,7.28,-1.42,3.79,8.3294,0.7974,-0.168,3.2343,-56.25,-25.56,125.0,3.317,6.6862,2.7608,7.958,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,9,0,0,22.48,22480,4.28,-5.5,3.43,7.7675,0.697,-0.2803,2.1326,-46.31,-45.19,137.56,3.4439,5.0804,2.849,6.7667,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,9,0,0,22.601,22601,2.48,-8.37,3.82,9.5289,-0.0109,-0.7919,-0.8465,-38.0,-50.56,142.13,3.3169,3.308,2.977,5.5504,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,9,0,0,22.722,22722,5.44,-4.43,5.29,8.7865,-1.1072,0.1811,-1.6232,-43.0,-39.19,134.31,3.5967,2.2883,3.2818,5.3798,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,10,0,0,22.843,22843,6.0,-1.02,5.19,7.9985,-1.165,0.6,-1.994,-51.56,-22.44,127.5,3.9134,1.8524,3.5332,5.5883,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,10,0,0,22.968,22968,8.24,0.96,5.75,10.0936,-1.0047,0.3109,-1.3035,-57.06,0.31,119.56,4.4835,1.7348,3.8253,6.1436,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,10,0,0,23.132,23132,6.49,4.06,5.15,9.2264,-0.8792,-0.048,-1.1683,-51.75,33.69,105.81,4.7479,2.0412,3.9999,6.5351,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,10,0,0,23.252,23252,5.26,6.61,4.06,9.3725,-0.841,0.1014,-1.9428,-43.31,50.13,95.88,4.8154,2.6432,4.0078,6.7998,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,10,0,0,23.374,23374,4.67,8.73,3.4,10.4681,-0.8596,0.4494,-1.7137,-33.69,62.63,84.69,4.7962,3.4453,3.9277,7.0923,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,10,0,0,23.494,23494,2.38,9.93,2.58,10.5321,-0.5749,0.4538,-2.0333,-23.19,71.81,71.69,4.4778,4.2998,3.7501,7.2528,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,10,0,0,23.615,23615,2.48,10.87,2.25,11.3741,-0.5367,0.348,-1.609,-12.56,76.88,58.75,4.2146,5.1656,3.5524,7.5542,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,10,0,0,23.737,23737,1.06,10.44,1.51,10.6018,-0.5214,0.1953,-1.4552,-3.0,80.94,47.38,3.7989,5.8606,3.2833,7.7174,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,10,0,0,23.863,23863,-0.67,11.17,0.8,11.2186,-0.5247,-0.1134,-1.3472,6.44,84.75,37.63,3.21,6.5603,2.9561,7.8791,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,10,0,0,23.985,23985,-0.12,11.89,1.67,12.0073,-0.1124,0.0796,-0.4189,12.31,86.56,31.56,2.7712,7.2626,2.7866,8.2577,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,10,0,0,24.146,24146,1.18,13.45,1.67,13.6046,0.4854,0.348,1.7508,5.88,84.94,36.31,2.5615,8.0779,2.6395,8.8759,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,10,0,0,24.268,24268,2.26,14.33,1.85,14.6246,1.0188,0.3862,3.6663,-12.13,79.38,51.88,2.5218,8.9018,2.5354,9.5932,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,10,0,0,24.389,24389,3.59,10.39,1.37,11.0778,1.2086,-0.2531,4.4506,-38.5,67.81,76.38,2.6625,9.0979,2.3819,9.7742,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,10,0,0,24.51,24510,4.82,6.2,2.36,8.2001,1.1192,-1.0974,3.9412,-58.81,32.88,103.31,2.9468,8.716,2.379,9.5033,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,10,0,0,24.636,24636,4.56,-1.25,3.9,6.1291,1.1476,-0.7854,3.8365,-55.44,-17.44,125.31,3.1594,7.4028,2.5794,8.452,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,10,0,0,24.757,24757,4.52,-7.19,4.19,9.4701,0.6523,-0.1331,2.6911,-38.94,-46.25,147.31,3.3387,5.4798,2.7916,6.9978,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,10,0,0,24.878,24878,3.72,-7.12,4.75,9.3325,-0.2651,0.3523,-0.3196,-34.88,-51.06,153.5,3.3889,3.8195,3.0497,5.9476,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,10,0,0,24.999,24999,4.21,-4.38,4.62,7.6324,-0.6141,0.516,-1.5653,-43.56,-44.75,147.06,3.4971,2.739,3.2566,5.508,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,10,0,0,25.167,25167,5.77,-0.04,4.13,7.0959,-0.8432,0.5029,-2.4369,-57.44,-23.88,134.75,3.7966,2.3728,3.3717,5.6047,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,10,0,0,25.289,25289,7.08,2.53,4.08,8.5542,-0.5956,0.0415,-1.7017,-61.88,5.06,123.31,4.2293,2.3935,3.465,5.9685,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,10,0,0,25.41,25410,8.15,3.88,4.46,10.0682,-0.7079,-0.0196,-1.609,-57.75,29.56,113.38,4.746,2.5894,3.5962,6.4932,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,10,0,0,25.531,25531,5.52,5.51,4.21,8.8631,-0.8268,0.3883,-1.8326,-49.69,50.5,101.31,4.848,2.9743,3.677,6.7727,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,10,0,0,25.652,25652,5.09,7.92,2.8,9.8221,-0.7559,0.3752,-1.5937,-38.94,65.75,88.88,4.8799,3.626,3.5615,7.0459,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,10,0,0,25.773,25773,1.98,9.13,2.03,9.5602,-0.589,0.4614,-2.0213,-26.19,74.94,74.75,4.4977,4.3513,3.3597,7.1028,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,10,0,0,25.895,25895,0.27,10.98,1.34,11.0648,-0.6087,0.5923,-2.0235,-11.5,81.25,57.5,3.9406,5.2248,3.0935,7.2385,P002_Dumbbell_Concentration_Curls_03.csv,2,2.0
2,1,0,0,0.0,0,-2.52,9.27,0.52,9.6205,-0.0262,-0.0622,-0.0796,14.0,87.75,74.63,-2.2748,9.4093,0.3956,9.6884,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,1,0,0,0.121,121,-2.65,9.53,0.2,9.8936,-0.0185,0.0316,0.0295,14.25,88.19,74.31,-2.3242,9.4252,0.3698,9.7146,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,1,0,0,0.242,242,-2.3,9.26,0.4,9.5497,0.0175,0.0469,0.0262,14.0,87.81,74.38,-2.321,9.4034,0.3738,9.6928,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,1,0,0,0.363,363,-2.32,9.45,0.27,9.7344,0.0011,-0.0076,-0.0774,14.0,87.94,74.19,-2.3209,9.4096,0.3601,9.6983,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,1,0,0,0.489,489,-2.27,9.38,0.44,9.6608,0.0142,-0.0273,0.0545,13.63,87.81,74.75,-2.3142,9.4057,0.3706,9.6933,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,1,0,0,0.61,610,-2.5,9.41,0.42,9.7455,-0.024,-0.0109,-0.0076,13.69,87.94,74.81,-2.3387,9.4062,0.3771,9.6999,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,1,0,0,0.732,732,-2.44,9.42,0.38,9.7383,0.0207,0.0076,-0.0371,13.69,87.88,74.88,-2.352,9.408,0.3775,9.7049,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,1,0,0,0.852,852,-2.3,9.4,0.35,9.6836,-0.0076,0.0109,-0.0065,13.69,87.88,74.81,-2.3452,9.407,0.3739,9.7021,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,1,0,0,1.015,1015,-2.25,9.48,0.38,9.7508,-0.0087,-0.0185,0.1167,13.5,87.88,75.0,-2.3326,9.4166,0.3747,9.7085,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,1,0,0,1.141,1141,-2.23,9.48,0.38,9.7462,-0.0142,-0.0153,0.0742,13.56,87.94,75.13,-2.3191,9.425,0.3754,9.7133,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,1,0,0,1.263,1263,-2.01,9.52,0.33,9.7355,0.0098,-0.0022,0.0469,13.44,88.0,75.19,-2.2784,9.4375,0.3694,9.7156,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,1,0,0,1.383,1383,-2.08,9.49,0.33,9.7209,-0.0011,0.0076,0.0687,13.38,87.94,75.25,-2.2522,9.4444,0.3642,9.7161,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,1,0,0,1.504,1504,-2.11,9.53,0.41,9.7694,0.0065,0.0076,0.0709,13.0,87.88,75.69,-2.2335,9.4557,0.3702,9.7229,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,1,0,0,1.625,1625,-2.0,8.69,0.42,8.9271,0.024,0.096,0.1658,12.81,87.75,75.63,-2.2027,9.3548,0.3768,9.618,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,1,0,0,1.746,1746,-2.52,9.85,0.03,10.1673,0.0556,-0.0033,0.5672,9.5,87.31,78.44,-2.2445,9.42,0.3311,9.6894,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,1,0,0,1.867,1867,-3.86,11.12,0.31,11.775,-0.0011,0.0862,-0.4145,9.13,87.31,78.69,-2.4574,9.6441,0.3283,9.9576,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,1,0,0,2.035,2035,-5.49,11.24,1.35,12.5817,0.673,0.8083,-2.0966,19.75,82.69,64.69,-2.857,9.8544,0.463,10.2706,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,1,0,0,2.156,2156,-6.46,11.71,1.34,13.4407,0.2236,0.4069,-3.0849,39.38,74.31,40.88,-3.3318,10.0989,0.5785,10.65,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,1,0,0,2.276,2276,-5.31,6.19,0.79,8.1937,0.0273,-0.5421,-4.2215,61.94,64.19,18.88,-3.5925,9.5838,0.6064,10.2529,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,1,0,0,2.397,2397,-6.29,0.0,1.35,6.4332,-0.2487,-0.7865,-3.771,82.63,-0.31,352.81,-3.9479,8.3209,0.7044,9.2369,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,1,0,0,2.518,2518,-5.87,-3.53,1.22,6.9575,-0.4581,-0.5498,-2.7609,71.75,-79.0,330.81,-4.2012,6.7592,0.7723,7.9959,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,1,0,0,2.641,2641,-3.05,-5.07,1.34,6.0665,0.6065,2.018,1.3243,64.19,-66.0,330.25,-4.0495,5.2005,0.8471,6.6454,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,1,0,0,2.762,2762,-6.2,-2.15,2.68,7.0884,0.1254,0.4222,1.9711,69.63,-36.31,347.13,-4.3329,4.2319,1.0887,6.1537,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,2,0,0,2.888,2888,-7.48,0.87,2.46,7.9221,-0.0404,0.0862,2.5242,72.75,4.44,1.0,-4.7476,3.7888,1.2694,6.2054,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,2,0,0,3.049,3049,-8.52,3.06,2.69,9.4441,-0.0218,-0.048,1.1803,65.0,44.81,17.44,-5.2447,3.6928,1.4566,6.5776,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,2,0,0,3.17,3170,-8.67,4.93,2.31,10.2377,-0.1494,-0.12,1.1639,58.0,56.75,26.38,-5.6961,3.8558,1.569,7.0551,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,2,0,0,3.291,3291,-7.83,5.87,2.33,10.0596,-0.0785,0.228,1.4835,51.06,62.88,34.0,-5.9773,4.1213,1.6693,7.4498,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,2,0,0,3.413,3413,-5.31,6.32,3.01,8.7863,-0.048,0.4963,1.2632,41.75,64.69,41.5,-5.8893,4.411,1.846,7.5861,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,2,0,0,3.539,3539,-5.64,8.47,3.24,10.6793,-0.4265,0.2793,1.4454,30.81,67.5,49.88,-5.8565,4.9459,2.0297,7.9297,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,2,0,0,3.661,3661,-3.13,9.49,2.93,10.4135,-0.3894,0.2018,2.0595,18.56,72.0,60.38,-5.4972,5.5447,2.1483,8.098,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,2,0,0,3.782,3782,-0.99,10.09,2.73,10.4996,-0.3763,0.3065,1.8064,7.13,74.75,70.19,-4.9033,6.1436,2.225,8.1693,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,2,0,0,3.902,3902,-0.31,10.16,2.12,10.3835,-0.2978,0.3763,1.3843,-2.13,76.94,77.5,-4.298,6.6729,2.2111,8.2395,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,2,0,0,4.064,4064,0.6,10.07,2.67,10.4352,-0.348,0.3251,0.4091,-11.38,79.38,83.88,-3.6526,7.1205,2.2716,8.3189,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,2,0,0,4.186,4186,0.71,12.64,2.45,12.8948,-0.12,-0.18,-1.0079,-10.81,81.56,83.19,-3.0777,7.8479,2.2951,8.7366,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,2,0,0,4.307,4307,-2.45,12.73,2.67,13.2357,0.7167,-0.0109,-2.9747,4.0,79.19,69.5,-2.995,8.4912,2.3445,9.3041,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,2,0,0,4.433,4433,-5.47,12.85,3.34,14.3596,1.0101,0.1778,-4.7997,28.06,70.88,44.75,-3.3211,9.0656,2.4757,9.9671,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,2,0,0,4.554,4554,-5.39,9.02,2.68,10.8441,1.0363,0.3436,-4.1582,54.94,46.56,16.06,-3.5937,9.0596,2.5026,10.0625,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,2,0,0,4.675,4675,-2.55,2.71,1.84,4.1512,0.7756,0.1974,-3.2507,63.19,0.38,354.31,-3.4562,8.2229,2.4153,9.2409,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,2,0,0,4.796,4796,-3.5,-3.09,2.61,5.3489,0.6676,-0.2945,-2.2406,58.31,-34.81,340.44,-3.462,6.7321,2.441,7.9539,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,2,0,0,4.917,4917,-3.27,-8.01,2.76,9.0813,0.2596,0.36,0.7407,52.63,-50.13,333.5,-3.4367,4.7895,2.483,6.3965,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,2,0,0,5.083,5083,-5.88,-1.04,3.73,7.0405,-0.6763,0.0633,2.2787,59.13,-24.5,346.5,-3.7586,4.0213,2.6473,6.1079,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,3,0,0,5.206,5206,-8.14,1.55,4.35,9.3587,-0.6883,-0.6632,1.8141,64.19,7.94,359.13,-4.336,3.6956,2.8717,6.3801,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,3,0,0,5.327,5327,-8.93,3.84,3.44,10.3114,-0.1811,-0.4363,1.7955,63.5,36.5,8.94,-4.9414,3.7147,2.9466,6.8482,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,3,0,0,5.449,5449,-9.71,4.47,3.4,11.2172,-0.0949,0.1789,1.0974,57.56,50.31,18.25,-5.5698,3.8142,3.0063,7.3897,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,3,0,0,5.569,5569,-4.58,4.81,2.87,7.2353,-0.1364,0.2356,1.9406,47.75,57.38,28.0,-5.4393,3.9454,2.9884,7.3541,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,3,0,0,5.69,5690,-6.07,7.99,3.64,10.674,-0.4036,-0.0731,2.1129,35.94,65.0,40.19,-5.5224,4.4784,3.0742,7.7462,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,3,0,0,5.811,5811,-2.19,9.4,2.78,10.0441,-0.5356,0.1134,2.4936,22.69,71.31,53.44,-5.0833,5.1269,3.0355,7.832,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,3,0,0,5.936,5936,0.0,10.18,2.37,10.4522,-0.4985,0.3938,2.4031,9.63,75.13,64.63,-4.4135,5.7928,2.9478,7.8565,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,3,0,0,6.099,6099,-0.03,10.79,2.61,11.1012,-0.6534,0.3927,1.7115,-7.44,80.31,77.31,-3.8358,6.4513,2.9033,8.0475,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,3,0,0,6.221,6221,-1.04,12.41,2.45,12.6922,-0.3512,-0.6065,-0.4974,-12.06,83.69,83.56,-3.4674,7.2365,2.8435,8.5133,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,3,0,0,6.341,6341,-3.95,13.0,1.92,13.7218,0.5989,-0.5596,-2.3966,-0.31,82.25,76.63,-3.531,7.996,2.7218,9.1549,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,3,0,0,6.462,6462,-2.99,13.53,2.5,14.0802,0.937,0.1364,-3.8114,20.38,75.75,57.25,-3.4597,8.7252,2.6926,9.7647,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,3,0,0,6.583,6583,-5.2,8.73,2.28,10.414,0.7919,-0.1254,-5.3974,52.13,60.25,25.75,-3.689,8.7259,2.6382,9.8341,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,3,0,0,6.711,6711,-6.02,3.17,2.13,7.1292,0.6447,-0.0164,-4.8629,70.94,4.63,357.25,-3.9962,7.9937,2.5713,9.2995,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,3,0,0,6.832,6832,-1.81,-2.03,1.86,3.2949,0.6774,0.2771,-3.1612,58.5,-50.63,335.06,-3.7081,6.6729,2.4775,8.0259,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,3,0,0,6.952,6952,-3.2,-7.89,2.08,8.7646,0.3796,1.0679,0.1102,46.63,-59.31,327.5,-3.6412,4.7539,2.4251,6.4605,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,3,0,0,7.114,7114,-5.99,-4.18,3.83,8.2475,-0.5214,-0.0371,1.7551,53.63,-41.56,342.19,-3.9507,3.5766,2.6103,5.9341,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,4,0,0,7.236,7236,-8.16,-1.44,3.2,8.8825,-0.5509,-0.4516,2.0617,62.44,-22.75,351.38,-4.5054,2.9155,2.688,6.002,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,4,0,0,7.357,7357,-10.34,1.58,3.63,11.072,-0.5214,0.2323,1.9297,65.25,5.5,1.06,-5.2742,2.7395,2.8121,6.575,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,4,0,0,7.479,7479,-6.28,1.95,3.85,7.6199,-0.5607,0.3512,1.6875,58.81,30.88,11.88,-5.4068,2.6355,2.9489,6.6989,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,4,0,0,7.604,7604,-7.42,5.47,4.11,10.093,-0.7069,-0.0469,1.9875,49.13,49.13,22.19,-5.672,3.009,3.1019,7.1308,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,4,0,0,7.725,7725,-5.61,6.23,3.99,9.2847,-0.4549,-0.1887,1.7006,40.63,60.31,32.13,-5.6639,3.4335,3.2189,7.3641,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,4,0,0,7.846,7846,-5.88,8.86,3.41,11.167,-0.4821,0.0611,1.9155,28.5,68.31,44.56,-5.6923,4.1485,3.2441,7.7548,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,4,0,0,7.966,7966,-2.46,9.35,2.7,10.0381,-0.3927,0.0229,1.6886,17.63,72.81,54.88,-5.2664,4.834,3.1724,7.8209,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,4,0,0,8.128,8128,-2.17,9.73,2.2,10.2089,-0.2193,0.1963,0.6796,5.56,76.38,65.81,-4.8584,5.4791,3.0443,7.9305,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,4,0,0,8.25,8250,-1.36,10.44,2.65,10.8566,-0.3534,0.2738,0.9785,-2.31,78.31,72.13,-4.3974,6.1328,2.9923,8.1181,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,4,0,0,8.371,8371,-1.11,11.04,2.84,11.4534,-0.0622,-0.0556,-0.0065,-5.44,79.94,74.69,-3.9642,6.7795,2.9722,8.3971,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,4,0,0,8.497,8497,-2.17,11.07,2.86,11.6376,0.3829,-0.4014,-1.1563,-0.94,78.44,72.0,-3.7278,7.3449,2.9574,8.7516,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,4,0,0,8.619,8619,-3.16,11.18,2.81,11.953,0.709,-0.2629,-2.3311,11.69,74.38,61.81,-3.6529,7.8502,2.938,9.1434,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,4,0,0,8.739,8739,-5.2,9.72,3.37,11.5272,0.6316,-0.3425,-2.918,28.81,67.88,46.75,-3.8568,8.0966,2.9949,9.4552,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,4,0,0,8.861,8861,-7.43,10.04,2.17,12.6774,0.1974,-0.6512,-4.5946,50.0,61.0,28.13,-4.3277,8.3527,2.8862,9.8401,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,4,0,0,8.982,8982,-5.33,2.83,1.8,6.2974,-0.0774,0.2596,-4.9153,72.56,1.75,355.13,-4.4597,7.625,2.7431,9.2495,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,4,0,0,9.145,9145,-0.3,-5.41,0.69,5.4621,0.7952,0.637,-3.5419,50.63,-57.75,322.81,-3.9116,5.9073,2.4726,7.504,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,4,0,0,9.27,9270,-1.08,-6.78,3.8,7.847,-0.3709,1.4257,3.0031,46.88,-50.31,330.88,-3.5385,4.2354,2.6475,6.1212,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,4,0,0,9.391,9391,-6.69,-3.08,4.34,8.5486,-0.6283,-0.8628,1.621,55.19,-34.63,340.06,-3.9538,3.2714,2.8705,5.88,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,5,0,0,9.512,9512,-10.36,-0.19,3.43,10.9147,-0.3207,-0.4363,1.3406,64.88,-18.94,347.44,-4.7979,2.8153,2.9442,6.294,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,5,0,0,9.634,9634,-9.24,0.87,3.83,10.0401,-0.168,0.4505,1.837,65.56,5.81,357.56,-5.3833,2.559,3.061,6.7006,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,5,0,0,9.754,9754,-8.01,1.55,4.29,9.2177,-0.3229,0.0305,1.1934,60.56,26.25,7.0,-5.7294,2.426,3.2229,7.0071,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,5,0,0,9.876,9876,-8.95,3.76,4.18,10.5694,-0.2465,-0.1124,1.7093,56.06,41.88,15.06,-6.1538,2.6018,3.349,7.4736,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,5,0,0,10.002,10002,-3.81,4.53,3.09,6.6772,-0.3414,-0.0207,1.9809,48.44,53.81,25.81,-5.845,2.8559,3.3149,7.3012,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,5,0,0,10.164,10164,-3.33,7.93,2.92,9.083,-0.5825,0.3502,2.7282,31.94,64.38,41.88,-5.5135,3.5245,3.2629,7.3122,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,5,0,0,10.286,10286,-2.18,9.28,3.27,10.0779,-0.6861,0.3469,1.9559,18.19,69.81,53.06,-5.0743,4.2829,3.2638,7.3989,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,5,0,0,10.406,10406,-3.03,10.67,2.99,11.4878,-0.4843,0.012,1.5555,6.44,74.31,63.88,-4.8049,5.1246,3.2277,7.7309,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,5,0,0,10.528,10528,-0.79,10.0,2.67,10.3804,-0.4309,-0.0131,1.4072,-2.88,77.19,73.81,-4.2758,5.7671,3.1542,7.8416,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,5,0,0,10.652,10652,-1.58,11.72,3.19,12.2487,-0.4112,-0.1996,0.7789,-9.38,79.81,81.06,-3.9206,6.5515,3.1589,8.2627,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,5,0,0,10.776,10776,-4.68,11.96,2.47,13.0784,0.504,-0.3785,-2.4816,-1.56,79.75,75.94,-4.0207,7.2642,3.0682,8.8514,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,5,0,0,10.897,10897,-4.64,12.07,3.08,13.2929,0.9523,0.1244,-3.3041,17.0,73.44,58.0,-4.1023,7.8975,3.0697,9.4139,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,5,0,0,11.018,11018,-5.19,9.07,2.94,10.8556,0.9687,-0.2062,-4.3677,42.06,61.25,33.31,-4.2456,8.052,3.0526,9.601,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,5,0,0,11.18,11180,-5.54,3.73,2.41,7.1002,0.2967,-0.5192,-3.3379,67.38,21.0,3.56,-4.4162,7.4825,2.9679,9.1814,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,5,0,0,11.303,11303,-8.71,-0.57,1.33,8.8294,0.4385,-0.5105,-3.5005,68.63,-37.88,343.75,-4.982,6.4214,2.7521,8.5807,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
2,5,0,0,11.428,11428,-4.37,-5.59,1.12,7.1833,0.6469,0.4472,-2.066,55.88,-62.25,330.75,-4.9013,4.8386,2.537,7.3397,P002_Dumbbell_Concentration_Curls_04.csv,2,2.0
